login_id,registration_date_id,registration_channel,registration_country,payer,dau,sessions_count,playtime,last_login_day,days_active_last_7_days,cohort_size,elo_rating,arena_level,gold,runes_stash_class1_tier1,runes_stash_class2_tier1,runes_stash_class3_tier1,runes_stash_tier2,spell_runes_stash,hero_dust,item_dust,gold_gained_total,gold_bought_total,gold_spent_total,runes_gained_total_class1_tier1,runes_gained_total_class2_tier1,runes_gained_total_class3_tier1,runes_gained_total_tier_2,spell_runes_gained_total,runes_spent_class1_tier1,runes_spent_class2_tier1,runes_spent_class3_tier1,runes_spent_total_tier2,spell_runes_spent_total,hero_dust_spent_total,hero_dust_gained_total,tokens,tokens_gained_total,enter_queue_count,battles_played,battles_won,battles_played_total,battles_won_total,heroes_unlocked,heroes_level,hero_shards,minion_upgrades,free_chests_opened_total,silver_chests_opened_total,golden_chests_opened_total,magical_chests_opened_total,victory_chests_opened_total,pvp_event_small_chest_small,pvp_event_small_chest_medium,pvp_event_small_chest_large,pvp_event_big_chest_small,pvp_event_big_chest_medium,pvp_event_big_chest_large,cards_gained_total,minion_cards_gained_common_total,minion_cards_gained_rare_total,minion_cards_gained_epic_total,minion_cards_gained_legendary_total,spell_cards_gained_common_total,spell_cards_gained_rare_total,spell_cards_gained_epic_total,spell_cards_gained_legendary_total,campaign_tickets,max_campaign_level,equipment_bonus,campaign_battles,campaign_battles_total,event_battles,event_battles_total,event_tokens,group_points,lives_spent,milestone_points,date_id,group,allowed_notifications,date_id_notif,notif_exposed,allowed,retained_d1,retained_d7,retained_d14
1419,3,Organic,Serbia,False,1,14,10156,3,1,1,140,1,418,3,5,5,3,4,0,2010,368,0,50,68,35,34,3,4,65,30,29,0,0,0,0,130,130,17,17,15,17,15,2,2,14,24,3,1,0,0,2,0,0,0,0,0,0,20,15,2,2,0,0,1,0,0,2,10,0.0,16,16,0,0,40,0,0,0,3,group2_odd,True,3.0,True,1,True,True,True
1420,3,Paid,Germany,False,1,1,553,3,1,1,10,0,100,0,0,0,0,20,0,10,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,5,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0.0,2,2,0,0,5,0,0,0,3,group1_even,False,3.0,True,0,False,False,False
1421,3,Organic,France,True,1,2,1960,3,1,1,0,0,270,2,0,2,1,1,0,10,170,0,0,10,8,27,1,1,8,8,25,0,0,0,0,90,90,3,3,3,3,3,1,1,3,9,2,0,0,0,0,0,0,0,0,0,0,8,5,2,0,0,0,1,0,0,1,0,0.0,2,2,0,0,15,0,0,0,3,group2_odd,,,False,0,False,False,False
1422,3,Paid,France,False,1,3,2680,3,1,1,0,0,286,0,5,1,0,23,0,10,186,0,0,12,13,13,0,23,12,8,12,0,0,0,0,130,130,3,3,3,3,3,1,1,3,8,3,0,0,0,0,0,0,0,0,0,0,9,6,2,0,0,0,1,0,0,1,3,0.0,5,5,0,0,40,0,0,0,3,group1_even,True,3.0,True,1,False,False,False
1423,3,Organic,Brazil,False,1,5,5055,3,1,1,30,1,366,2,1,3,3,2,0,210,266,0,0,10,31,41,3,2,8,30,38,0,0,0,0,130,130,8,8,7,8,7,1,1,4,14,2,0,0,0,1,0,0,0,0,0,0,12,8,2,1,0,0,1,0,0,2,2,0.0,9,9,0,0,40,0,0,0,3,group2_odd,True,3.0,True,1,True,False,False
1424,3,Organic,Brazil,False,1,3,2915,3,1,1,0,0,280,0,2,0,1,21,0,10,180,0,0,12,6,12,1,21,12,4,12,0,0,0,0,90,90,4,4,4,4,4,1,1,3,7,2,0,0,0,0,0,0,0,0,0,0,8,5,2,0,0,0,1,0,0,3,0,0.0,4,4,0,0,15,0,0,0,3,group1_even,True,3.0,True,1,False,False,False
1425,3,Organic,United States,False,1,7,3044,3,1,1,40,1,370,6,3,3,2,24,0,10,270,0,0,27,11,28,2,24,21,8,25,0,0,0,0,90,90,7,7,7,7,7,1,1,4,11,2,0,0,0,1,0,0,0,0,0,0,13,8,2,2,0,0,1,0,0,3,0,0.0,3,3,0,0,15,0,0,0,3,group2_odd,True,3.0,True,1,True,False,True
1426,3,Organic,Germany,False,1,6,3359,3,1,1,25,1,344,1,3,3,1,3,0,210,244,0,0,17,17,32,1,3,16,14,29,0,0,0,0,90,90,6,6,6,6,6,1,1,4,13,4,0,0,0,0,0,0,0,0,0,0,10,7,2,0,0,0,1,0,0,2,2,0.0,6,6,0,0,15,0,0,0,3,group1_even,True,3.0,True,1,True,False,False
1427,3,Paid,United States,False,1,4,1717,3,1,1,0,0,284,1,4,0,1,22,0,10,184,0,0,15,12,12,1,22,14,8,12,0,0,0,0,90,90,4,4,4,4,4,1,1,3,8,3,0,0,0,0,0,0,0,0,0,0,9,6,2,0,0,0,1,0,0,2,0,0.0,2,2,0,0,15,0,0,0,3,group2_odd,False,4.0,True,0,True,False,False
1428,3,Organic,United States,False,1,1,406,3,1,1,10,0,100,0,0,0,0,20,0,10,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,5,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,3,3,0,0,5,0,0,0,3,group1_even,False,3.0,True,0,False,False,False
1429,3,Paid,United States,False,1,1,420,3,1,1,0,0,158,0,0,0,0,0,0,10,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0.0,1,1,0,0,5,0,0,0,3,group2_odd,,,False,0,False,False,False
1430,3,Paid,Germany,False,1,12,12354,3,1,1,165,1,433,0,0,4,3,24,0,4410,383,0,50,39,60,34,3,24,39,60,30,0,0,0,0,130,130,18,17,16,17,16,1,1,4,21,4,1,0,0,2,0,0,0,0,0,0,20,16,2,1,0,0,1,0,0,1,4,0.0,17,17,0,0,40,0,0,0,3,group1_even,True,3.0,True,1,True,True,True
1431,3,Organic,United States,False,1,9,2130,3,1,1,10,1,385,1,3,0,2,2,0,10,285,0,0,13,17,21,2,2,12,14,21,0,0,0,0,130,130,5,5,5,5,5,1,1,4,10,4,0,0,0,0,0,0,0,0,0,0,11,8,2,0,0,0,1,0,0,2,0,0.0,4,4,0,0,40,0,0,0,3,group2_odd,True,3.0,True,1,True,True,True
1432,3,Organic,Japan,False,1,10,3407,3,1,1,10,1,341,3,4,0,1,1,0,10,241,0,0,15,18,35,1,1,12,14,35,0,0,0,0,90,90,5,5,5,5,5,1,1,4,13,4,0,0,0,0,0,0,0,0,0,0,10,6,3,0,0,0,1,0,0,3,1,0.0,7,7,0,0,15,0,0,0,3,group1_even,True,3.0,True,1,True,True,False
1433,3,Organic,United States,False,1,6,3973,3,1,1,40,1,413,2,21,18,3,4,0,410,313,0,0,16,42,52,3,4,14,21,34,0,0,0,0,90,90,7,7,7,7,7,1,1,4,13,4,1,0,0,1,0,0,0,0,0,0,16,11,2,2,0,0,1,0,0,3,1,0.0,2,2,0,0,15,0,0,0,3,group2_odd,False,3.0,True,0,True,True,False
1434,3,Organic,Serbia,False,1,1,1036,3,1,1,0,0,144,1,1,2,0,1,0,10,44,0,0,1,15,2,0,1,0,14,0,0,0,0,0,5,5,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,1,0,0.0,3,3,0,0,5,0,0,0,3,group1_even,True,3.0,True,1,False,False,False
1435,3,Organic,United Kingdom,False,1,4,3377,3,1,1,30,1,408,3,8,3,4,3,0,10,308,0,0,41,38,32,4,3,38,30,29,0,0,0,0,90,90,8,8,7,8,7,1,1,4,18,3,2,0,0,1,0,0,0,0,0,0,16,11,2,2,0,0,1,0,0,3,0,0.0,2,2,0,0,15,0,0,0,3,group2_odd,True,3.0,True,1,True,False,True
1436,3,Paid,United Kingdom,False,1,9,7580,3,1,1,110,1,426,2,9,24,1,3,0,2810,326,0,0,20,39,54,1,3,18,30,30,0,0,0,0,90,90,17,15,13,15,13,1,1,4,14,3,2,0,0,1,0,0,0,0,0,0,15,10,3,1,0,0,1,0,0,3,3,0.0,6,6,0,0,15,0,0,0,3,group1_even,True,3.0,True,1,True,True,True
1437,3,Organic,Germany,False,1,8,6655,3,1,1,65,1,446,0,20,5,2,23,0,210,346,0,0,38,50,34,2,23,38,30,29,0,0,0,0,130,130,12,12,10,12,10,1,1,4,18,4,1,1,0,1,0,0,0,0,0,0,18,14,2,1,0,0,1,0,0,1,4,0.0,8,8,0,0,40,0,0,0,3,group2_odd,True,3.0,True,1,True,True,True
1438,3,Paid,United States,False,1,7,4867,3,1,1,60,1,388,3,21,2,2,3,0,10,288,0,0,11,35,46,2,3,8,14,44,0,0,0,0,90,90,11,10,9,10,9,1,1,4,13,2,1,0,0,1,0,0,0,0,0,0,13,9,2,1,0,0,1,0,0,3,1,0.0,5,5,0,0,15,0,0,0,3,group1_even,True,3.0,True,1,True,True,False
1439,3,Paid,United States,False,1,12,6561,3,1,1,60,1,457,0,13,13,2,23,0,10,357,0,0,28,43,51,2,23,28,30,38,0,0,0,0,130,130,10,10,9,10,9,1,1,4,18,4,1,1,0,1,0,0,0,0,0,0,19,15,2,1,0,0,1,0,0,1,1,0.0,10,10,0,0,40,0,0,0,3,group2_odd,False,3.0,True,0,True,True,True
1440,3,Paid,United States,False,1,4,3225,3,1,1,55,1,356,0,7,5,2,23,0,10,256,0,0,4,28,26,2,23,4,21,21,0,0,0,0,90,90,8,8,8,8,8,1,1,4,9,1,0,0,0,1,0,0,0,0,0,0,12,7,2,2,0,0,1,0,0,2,0,0.0,4,4,0,0,15,0,0,0,3,group1_even,True,3.0,True,1,False,False,False
1441,3,Paid,Japan,False,1,15,7179,3,1,1,85,1,413,2,1,3,4,2,5,10,313,0,0,37,22,37,4,2,35,21,34,0,0,0,5,130,130,10,10,10,10,10,1,1,4,17,4,1,0,0,1,0,0,0,0,0,0,15,11,2,1,0,0,1,0,0,3,3,0.0,11,11,0,0,40,0,0,0,3,group2_odd,False,3.0,True,0,True,True,True
1442,3,Paid,Germany,False,1,9,4000,3,1,1,40,1,364,0,7,1,5,1,5,10,314,0,50,22,37,35,5,1,22,30,34,0,0,0,5,130,130,7,7,7,7,7,1,1,4,17,4,1,0,0,1,0,0,0,0,0,0,15,11,2,1,0,0,1,0,0,3,0,0.0,5,5,0,0,40,0,0,0,3,group1_even,True,3.0,True,1,True,True,False
1443,3,Organic,Germany,False,1,4,1590,3,1,1,0,0,216,2,2,2,1,2,0,10,116,0,0,23,6,10,1,2,21,4,8,0,0,0,0,20,20,2,2,2,2,2,1,1,2,7,2,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,1,0,0,1,0,0.0,4,4,0,0,10,0,0,0,3,group2_odd,False,4.0,True,0,True,False,False
1444,3,Paid,United States,False,1,5,4582,3,1,1,55,1,428,5,7,3,1,2,0,210,328,0,0,30,28,11,1,2,25,21,8,0,0,0,0,90,90,8,8,8,8,8,1,1,4,11,2,0,0,0,1,0,0,0,0,0,0,13,8,2,2,0,0,1,0,0,1,2,0.0,7,7,0,0,15,0,0,0,3,group1_even,True,3.0,True,1,True,False,False
1445,3,Organic,Germany,False,1,1,1050,3,1,1,0,0,243,0,6,3,1,3,0,10,143,0,0,0,20,3,1,3,0,14,0,0,0,0,0,90,90,4,4,4,4,4,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,6,3,2,0,0,0,1,0,0,2,0,0.0,1,1,0,0,15,0,0,0,3,group2_odd,,,False,0,False,False,False
1446,3,Organic,France,False,1,4,1282,3,1,1,0,0,162,6,0,3,1,1,0,10,62,0,0,20,4,3,1,1,14,4,0,0,0,0,0,45,45,1,1,1,1,1,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,1,0,0,3,1,0.0,1,1,0,0,30,0,0,0,3,group1_even,False,3.0,True,0,True,False,False
1447,3,Organic,Serbia,False,1,2,1066,3,1,1,0,0,236,5,3,3,1,1,0,10,136,0,0,19,3,3,1,1,14,0,0,0,0,0,0,90,90,3,3,3,3,3,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,6,3,2,0,0,0,1,0,0,2,0,0.0,1,1,0,0,15,0,0,0,3,group2_odd,,,False,0,False,False,False
1448,3,Organic,Serbia,False,1,1,812,3,1,1,0,0,240,3,2,0,1,3,0,10,140,0,0,17,2,4,1,3,14,0,4,0,0,0,0,130,130,3,3,3,3,3,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,6,3,2,0,0,0,1,0,0,3,0,0.0,0,0,0,0,40,0,0,0,3,group1_even,True,3.0,True,1,False,False,False
1449,3,Organic,Serbia,False,1,6,3546,3,1,1,10,1,332,2,3,1,2,3,5,10,232,0,0,18,7,15,2,3,16,4,14,0,0,0,5,130,130,5,5,5,5,5,1,1,4,8,3,0,0,0,0,0,0,0,0,0,0,10,6,2,1,0,0,1,0,0,1,1,0.0,10,10,0,0,40,0,0,0,3,group2_odd,True,3.0,True,1,False,False,False
1450,3,Paid,United States,False,1,3,1436,3,1,1,0,0,315,2,4,2,2,3,0,10,215,0,0,23,12,10,2,3,21,8,8,0,0,0,0,90,90,4,4,4,4,4,1,1,4,8,2,0,0,0,0,0,0,0,0,0,0,9,5,2,1,0,0,1,0,0,3,0,0.0,1,1,0,0,15,0,0,0,3,group1_even,True,3.0,True,1,True,False,False
1451,3,Organic,United Kingdom,False,1,3,992,3,1,1,10,0,155,0,0,0,0,0,0,10,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0.0,3,3,0,0,5,0,0,0,3,group2_odd,,,False,0,True,False,False
1452,3,Organic,Brazil,False,1,3,2695,3,1,1,10,1,326,3,0,0,2,1,5,210,226,0,0,11,14,18,2,1,8,14,18,0,0,0,5,130,130,5,5,5,5,5,1,1,4,9,2,1,0,0,0,0,0,0,0,0,0,10,6,2,1,0,0,1,0,0,0,2,0.0,5,5,0,0,40,0,0,0,3,group1_even,False,3.0,True,0,False,False,False
1453,3,Paid,United States,False,1,17,14719,3,1,1,226,2,458,1,9,9,4,2,0,610,458,0,100,90,54,47,4,2,89,45,38,0,0,0,0,130,130,27,26,22,26,22,1,1,4,29,5,2,1,0,2,0,0,0,0,0,0,23,17,4,1,0,0,1,0,0,2,8,0.0,18,18,0,0,40,0,0,0,3,group2_odd,False,3.0,True,0,True,True,True
1454,3,Organic,Germany,False,1,1,536,3,1,1,0,0,151,0,1,2,0,1,5,10,51,0,0,0,1,2,0,1,0,0,0,0,0,0,5,5,5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,3,0,0.0,0,0,0,0,5,0,0,0,3,group1_even,False,3.0,True,0,False,False,False
1455,3,Paid,Germany,False,1,2,722,3,1,1,0,0,146,2,1,0,0,21,0,10,46,0,0,2,1,0,0,21,0,0,0,0,0,0,0,5,5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,1,0,0.0,2,2,0,0,5,0,0,0,3,group2_odd,,,False,0,False,False,False
1456,3,Paid,United States,False,1,21,10806,3,1,1,236,2,484,1,6,3,1,3,0,510,434,0,50,60,73,41,1,3,59,67,38,0,0,0,0,130,130,22,20,20,20,20,1,1,4,25,4,1,1,0,2,0,0,0,0,0,0,23,18,2,2,0,0,1,0,0,2,6,0.0,10,10,0,0,40,0,0,0,3,group1_even,True,3.0,True,1,True,True,True
1457,3,Organic,Brazil,False,1,8,4207,3,1,1,65,1,391,2,5,1,2,23,0,410,291,0,0,16,35,26,2,23,14,30,25,0,0,0,0,90,90,12,12,10,12,10,1,1,4,13,2,1,0,0,1,0,0,0,0,0,0,14,9,2,2,0,0,1,0,0,1,1,0.0,7,7,0,0,15,0,0,0,3,group2_odd,True,3.0,True,1,True,True,True
1458,3,Paid,United States,False,1,7,2161,3,1,1,0,0,237,5,3,1,0,1,0,10,137,0,0,27,11,13,0,1,22,8,12,0,0,0,0,60,60,2,2,2,2,2,1,1,2,10,3,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,1,0,0,3,0,0.0,5,5,0,0,35,0,0,0,3,group1_even,False,3.0,True,0,True,True,False
1459,3,Organic,Germany,False,1,2,2401,3,1,1,10,1,309,2,0,1,0,1,0,10,209,0,0,23,8,9,0,1,21,8,8,0,0,0,0,90,90,5,5,5,5,5,1,1,4,8,1,0,0,0,0,0,0,0,0,0,0,7,4,2,0,0,0,1,0,0,1,1,0.0,3,3,0,0,15,0,0,0,3,group2_odd,True,3.0,True,1,False,False,False
1460,3,Organic,United States,False,1,1,402,3,1,1,0,0,201,1,2,0,0,1,0,10,101,0,0,1,2,0,0,1,0,0,0,0,0,0,0,5,5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,3,0,0.0,0,0,0,0,5,0,0,0,3,group1_even,True,3.0,True,1,False,False,False
1461,3,Paid,United Kingdom,False,1,3,3196,3,1,1,10,1,359,1,3,0,0,2,0,10,259,0,0,9,7,8,0,2,8,4,8,0,0,0,0,90,90,5,5,5,5,5,1,1,4,5,1,0,0,0,0,0,0,0,0,0,0,7,4,2,0,0,0,1,0,0,1,0,0.0,6,6,0,0,15,0,0,0,3,group2_odd,True,3.0,True,1,True,False,False
1462,3,Organic,Brazil,False,1,2,1188,3,1,1,0,0,169,1,5,1,1,0,0,10,69,0,0,9,19,9,1,0,8,14,8,0,0,0,0,5,5,1,1,1,1,1,1,1,1,7,2,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,1,0,0,1,0,0.0,3,3,0,0,5,0,0,0,3,group1_even,True,3.0,True,1,False,False,False
1463,3,Paid,United States,False,1,7,4796,3,1,1,75,1,416,3,4,2,0,24,0,410,316,0,0,32,34,31,0,24,29,30,29,0,0,0,0,90,90,12,11,10,11,10,1,1,4,17,4,1,0,0,1,0,0,0,0,0,0,15,11,2,1,0,0,1,0,0,3,1,0.0,7,7,0,0,15,0,0,0,3,group2_odd,True,3.0,True,1,True,True,True
1464,3,Organic,Germany,False,1,6,7368,3,1,1,140,1,482,0,29,21,4,4,0,610,382,0,0,29,59,59,4,4,29,30,38,0,0,0,0,90,90,17,17,15,17,15,1,1,4,18,4,1,0,0,2,0,0,0,0,0,0,19,15,2,1,0,0,1,0,0,2,4,0.0,7,7,0,0,15,0,0,0,3,group1_even,True,3.0,True,1,True,False,False
1465,3,Paid,France,False,1,7,4160,3,1,1,30,1,397,0,4,0,1,3,0,10,297,0,0,34,34,35,1,3,34,30,35,0,0,0,0,130,130,8,8,7,8,7,1,1,4,18,4,0,0,0,1,0,0,0,0,0,0,15,11,2,1,0,0,1,0,0,3,1,0.0,4,4,0,0,40,0,0,0,3,group2_odd,False,3.0,True,0,True,True,False
1466,3,Paid,United States,False,1,2,1440,3,1,1,0,0,303,0,0,3,1,22,0,10,203,0,0,8,8,7,1,22,8,8,4,0,0,0,0,90,90,4,4,4,4,4,1,1,4,5,1,0,0,0,0,0,0,0,0,0,0,7,4,2,0,0,0,1,0,0,3,0,0.0,1,1,0,0,15,0,0,0,3,group1_even,True,3.0,True,1,False,False,False
1467,3,Organic,Brazil,False,1,1,681,3,1,1,0,0,158,0,0,0,0,0,0,10,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0.0,2,2,0,0,5,0,0,0,3,group2_odd,,,False,0,False,False,False
1468,3,Paid,United Kingdom,False,1,1,740,3,1,1,0,0,147,0,3,1,0,1,0,10,47,0,0,0,17,1,0,1,0,14,0,0,0,0,0,5,5,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,2,0,0.0,1,1,0,0,5,0,0,0,3,group1_even,True,3.0,True,1,False,False,False
1469,3,Paid,United States,False,1,1,515,3,1,1,10,0,100,15,0,0,0,0,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,0,0.0,0,0,0,0,5,0,0,0,3,group2_odd,,,False,0,False,False,False
1470,3,Paid,United Kingdom,False,1,6,5972,3,1,1,75,1,410,2,2,2,2,1,5,210,310,0,0,32,32,23,2,1,30,30,21,0,0,0,5,130,130,12,11,10,11,10,1,1,4,14,3,1,0,0,1,0,0,0,0,0,0,14,10,2,1,0,0,1,0,0,2,3,0.0,6,6,0,0,40,0,0,0,3,group1_even,True,3.0,True,1,True,False,False
1471,3,Organic,Brazil,False,1,1,735,3,1,1,0,0,103,0,1,0,0,0,0,10,3,0,0,0,15,0,0,0,0,14,0,0,0,0,0,5,5,1,1,1,1,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,3,3,0,0,5,0,0,0,3,group2_odd,,,False,0,False,False,False
1472,3,Organic,Serbia,False,1,1,259,3,1,1,10,0,155,0,0,0,0,0,0,10,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0.0,1,1,0,0,5,0,0,0,3,group1_even,True,3.0,True,1,False,False,False
1473,3,Organic,Brazil,False,1,3,1944,3,1,1,0,0,302,1,5,3,0,1,0,10,202,0,0,26,13,11,0,1,25,8,8,0,0,0,0,130,130,4,4,4,4,4,1,1,4,9,2,0,0,0,0,0,0,0,0,0,0,8,5,2,0,0,0,1,0,0,3,0,0.0,1,1,0,0,40,0,0,0,3,group2_odd,False,4.0,True,0,True,False,False
1474,3,Organic,United States,False,1,2,328,3,1,1,0,0,129,1,2,3,0,0,0,10,29,0,0,22,6,7,0,0,21,4,4,0,0,0,0,45,45,1,1,1,1,1,1,1,0,6,2,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,0,0.0,0,0,0,0,30,0,0,0,3,group1_even,False,3.0,True,0,False,False,False
1475,3,Organic,Germany,False,1,6,6154,3,1,1,45,1,415,0,4,1,3,1,5,410,315,0,0,22,34,39,3,1,22,30,38,0,0,0,5,90,90,9,9,8,9,8,1,1,4,17,4,1,0,0,1,0,0,0,0,0,0,15,11,2,1,0,0,1,0,0,3,1,0.0,8,8,0,0,15,0,0,0,3,group2_odd,False,3.0,True,0,True,True,True
1476,3,Organic,Serbia,False,1,2,1516,3,1,1,0,0,195,3,3,2,0,1,0,10,95,0,0,17,3,2,0,1,14,0,0,0,0,0,0,90,90,3,3,3,3,3,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0,0,1,0,0,3,0,0.0,0,0,0,0,15,0,0,0,3,group1_even,True,3.0,True,1,False,False,False
1477,3,Paid,United States,False,1,5,855,3,1,1,0,0,234,4,5,1,0,1,0,10,134,0,0,26,13,13,0,1,22,8,12,0,0,0,0,90,90,3,3,3,3,3,1,1,2,10,3,0,0,0,0,0,0,0,0,0,0,8,5,2,0,0,0,1,0,0,3,0,0.0,2,2,0,0,15,0,0,0,3,group2_odd,True,4.0,True,1,True,True,True
1478,3,Organic,Germany,False,1,7,4029,3,1,1,15,1,339,3,4,0,2,2,5,10,239,0,0,11,18,12,2,2,8,14,12,0,0,0,5,130,130,7,7,6,7,6,1,1,4,8,3,0,0,0,0,0,0,0,0,0,0,9,6,2,0,0,0,1,0,0,1,1,0.0,6,6,0,0,40,0,0,0,3,group1_even,True,3.0,True,1,True,True,False
1479,3,Paid,United Kingdom,False,1,5,5239,3,1,1,35,1,404,0,6,1,1,1,0,10,304,0,0,34,20,52,1,1,34,14,51,0,0,0,0,130,130,10,10,8,10,8,1,1,4,18,3,1,0,0,1,0,0,0,0,0,0,15,11,2,1,0,0,1,0,0,3,0,0.0,5,5,0,0,40,0,0,0,3,group2_odd,False,3.0,True,0,True,True,True
1480,3,Paid,United States,False,1,1,266,3,1,1,0,0,103,0,0,0,0,20,0,10,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0,5,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0.0,1,1,0,0,5,0,0,0,3,group1_even,False,3.0,True,0,False,False,False
1481,3,Paid,Italy,False,1,3,1396,3,1,1,0,0,171,1,0,0,1,21,0,10,71,0,0,5,8,8,1,21,4,8,8,0,0,0,0,45,45,1,1,1,1,1,1,1,1,5,2,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,1,0,0,2,0,0.0,3,3,0,0,30,0,0,0,3,group2_odd,,,False,0,False,False,False
1482,3,Paid,Germany,False,1,6,5107,3,1,1,70,1,340,0,3,2,1,22,0,10,290,0,50,16,33,31,1,22,16,30,29,0,0,0,0,130,130,9,9,9,9,9,1,1,4,16,3,0,0,0,1,0,0,0,0,0,0,13,9,2,1,0,0,1,0,0,2,1,0.0,8,8,0,0,40,0,0,0,3,group1_even,False,3.0,True,0,True,True,True
1483,3,Paid,Germany,False,1,1,1057,3,1,1,0,0,148,2,1,0,0,1,5,10,48,0,0,2,1,0,0,1,0,0,0,0,0,0,5,5,5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,1,0,0.0,3,3,0,0,5,0,0,0,3,group2_odd,,,False,0,False,False,False
1484,3,Paid,United Kingdom,False,1,1,514,3,1,1,10,0,100,15,0,0,0,0,0,410,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,45,45,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0.0,2,2,0,0,30,0,0,0,3,group1_even,False,3.0,True,0,False,False,False
1485,3,Organic,Germany,False,1,1,1064,3,1,1,0,0,242,0,0,2,0,2,5,10,142,0,0,4,4,2,0,2,4,4,0,0,0,0,5,90,90,3,3,3,3,3,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,6,3,2,0,0,0,1,0,0,0,0,0.0,3,3,0,0,15,0,0,0,3,group2_odd,,,False,0,False,False,False
1486,3,Paid,Japan,False,1,1,675,3,1,1,0,0,150,2,1,2,0,0,0,10,50,0,0,2,1,16,0,0,0,0,14,0,0,0,0,5,5,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,1,0.0,3,3,0,0,5,0,0,0,3,group1_even,False,3.0,True,0,False,False,False
1487,3,Organic,Brazil,False,1,1,649,3,1,1,0,0,146,1,1,2,0,0,5,10,46,0,0,1,1,2,0,0,0,0,0,0,0,0,5,5,5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,2,0,0.0,1,1,0,0,5,0,0,0,3,group2_odd,,,False,0,False,False,False
1488,3,Paid,United States,False,1,9,8930,3,1,1,165,1,476,5,12,6,4,4,5,110,426,0,50,49,57,50,4,4,44,45,44,0,0,0,5,130,130,18,17,16,17,16,1,1,4,23,4,1,1,0,2,0,0,0,0,0,0,22,17,3,1,0,0,1,0,0,1,4,0.0,9,9,0,0,40,0,0,0,3,group1_even,True,3.0,True,1,True,True,False
